Property ID,Property,Original,Human Translated
P159,headquarters location,What is the city where XXX is from?,Aus welcher Stadt stammt XXX?
P159,headquarters location,What city is XXX located in?,In welcher Stadt befindet sich der Hauptsitz von XXX?
P159,headquarters location,In what city is XXX locateed?,
P159,headquarters location,In what city is XXX based?,
P115,home venue,Where are the home games of XXX played?,
P115,home venue,What home stadium does XXX play in?,In welchem Heimstadion spielt YYY XXX?
P115,home venue,What is the home arena for XXX?,YYY XXX hat welches Heimstadion?
P115,home venue,What is XXX's home stadium?,
P115,home venue,What arena did XXX play in?,In welcher Arena hat YYY XXX gespielt?
P115,home venue,In what home venue does XXX play?,
P115,home venue,What was the name of XXX's home stadium?,
P115,home venue,Where do XXX play?,Wo spielt YYY XXX?
P115,home venue,Where do XXX play their home games?,
P115,home venue,The XXX played home games where?,
P115,home venue,What is the name of the place at which XXX played?,"Wie heißt der Ort, an dem YYY XXX spielt?"
P115,home venue,Where does XXX play its home games?,
P115,home venue,What location hosts XXX's home games?,
P115,home venue,What is the home arena of XXX?,
P115,home venue,What is the hoe stadium for XXX?,
P115,home venue,In which athletic center does XXX play their home games?,
P115,home venue,In what stadium does XXX play home games?,
P115,home venue,Where does XXX play home games?,Welches Heimstadion hat YYY XXX?
P115,home venue,Where did XXX play home games?,
P115,home venue,Where did XXX play their home games?,
P115,home venue,What is the home venue of XXX?,
P115,home venue,Where does XXX play its game?,
P115,home venue,What is the home ground of XXX?,
P115,home venue,What place did XXX play home games at?,
P115,home venue,What is the name of the stadium where XXX plays home games?,
P115,home venue,What is the common name of the place where XXX plays their home games?,
P115,home venue,What stadium was XXX?,
P115,home venue,Which is the stadium of XXX?,
P115,home venue,What is the home stadium of XXX?,
P110,illustrator,Who is the illustrator of XXX?,Wer illustrierte XXX?
P110,illustrator,What is the name of the ilustrator of the book XXX?,Wie heißt der Illustrator des Buches XXX?
P110,illustrator,Who was XXX illustrated by?,Von wem wurde XXX illustriert?
P110,illustrator,What person illustrated XXX?,Welche Person hat XXX illustriert?
P571,inception,What year was XXX founded?,In welchem Jahr wurde YYY XXX gegründet?
P571,inception,What year was XXX established?,
P571,inception,What was the year XXX was formed in?,Wann wurde YYY XXX gegründet?
P571,inception,What was the founding year of XXX?,YYY XXX wurde in welchem Jahr gegründet ?
P571,inception,In which year was XXX formed?,YYY XXX wurde wann gegründet ?
P571,inception,In what year did XXX first exist?,In welchem Jahr gab es YYYa XXX zum ersten Mal?
P571,inception,In which year was XXX established?,
P571,inception,In which year the first version of XXX is released?,
P571,inception,What year was XXX created?,
P571,inception,What was the inception year of XXX?,
P571,inception,The year that XXX was created was?,
P571,inception,In which year was XXX incepted?,
P571,inception,In what year did XXX originate?,In welchem Jahr entstand YYY XXX?
P571,inception,When did XXX come into being?,Wann entstand YYY XXX?
P571,inception,In what year was XXX founded?,
P571,inception,What was the year of inception of XXX?,
P571,inception,In what year was XXX created?,
P571,inception,What was the year of XXX's inception?,
P571,inception,In what year was XXX formed?,
P571,inception,What year was XXX formed in?,
P571,inception,Which year witnessed the formation of XXX?,
P571,inception,What year was XXX created in?,
P571,inception,What is year of inception of XXX?,
P571,inception,When was XXX launched?,
P571,inception,When was the inception of XXX?,
P571,inception,When was XXX established?,
P452,industry,Which industry is XXX associated with?,
P1303,instrument,Which instrument was played by XXX?,Welches Instrument wurde von XXX gespielt?
P1303,instrument,Which instrument does XXX play?,Welches Instrument spielt XXX?
P1303,instrument,Which instrument did XXX play?,Welches Instrument hat XXX gespielt?
P1303,instrument,What is the instrument that XXX plays?,
P1303,instrument,What instrument is XXX known for playing?,Fuer das Spielen welchen Instrumentes ist XXX bekannt?
P1303,instrument,What instrument does musician XXX play?,Welches Instrument spielt der Musiker XXX?
P1303,instrument,Which musical instrument is associated with XXX?,
P1303,instrument,Which instrument was XXX playing?,Welches Instrument spielte XXX?
P1303,instrument,What musical instrument does XXX associate himself with?,
P1303,instrument,Which musical instrument was used by XXX?,Welches Musikinstrument wurde von XXX verwendet?
P1303,instrument,Which musical instrument was played by XXX?,Welches Musikinstrument wurde von XXX gespielt?
P1303,instrument,What is the main instrument that XXX plays?,Welches Hauptinstrument spielt XXX?
P1303,instrument,What is the instrument played by XXX?,Welches Instrument wird von XXX gespielt?
P1303,instrument,Which musical instrument is related to XXX?,
P1303,instrument,The instrument XXX played is what?,"Das Instrument, das XXX spielte, ist was?"
P1303,instrument,What instrument did XXX played?,
P1303,instrument,Which musical instrument has been played by XXX?,
P1303,instrument,What instrument did XXX play?,
P1303,instrument,What is the main musical instrument of XXX?,Was ist das Hauptmusikinstrument von XXX?
P1303,instrument,The instrument that XXX played was what?,"Das Instrument, das XXX spielte, war was?"
P1303,instrument,Which musical instrument does XXX play?,Welches Musikinstrument spielt XXX?
P1303,instrument,What musical instrument did XXX specialise at?,Auf welches Musikinstrument hat sich XXX spezialisiert?
P1303,instrument,What instrument was played by XXX?,
P1303,instrument,What instrument is XXX proficient in?,Welches Instrument beherrscht XXX?
P1303,instrument,What instrument did XXX learn to play?,Welches Instrument lernte XXX zu spielen?
P870,instrumentation,What musical instrument is XXX associated with?,
P870,instrumentation,Which instrument(s) was XXX created for?,
P870,instrumentation,Which instrument was XXX written for?,
P870,instrumentation,Which musical instrument is connected with XXX?,
P870,instrumentation,What type of instrument is used to play XXX?,
P870,instrumentation,What is the name of the instrument XXX was composed for?,
P870,instrumentation,What musical instrument was XXX created for?,
P870,instrumentation,What is the musical instrument XXX was intended for?,
P870,instrumentation,What instrument was XXX written for?,
P870,instrumentation,What instrument is XXX scored for?,
P870,instrumentation,What instrument is XXX for?,
P870,instrumentation,The work XXX was created for playing on which instrument(s)?,
P870,instrumentation,On which instrument(s) was XXX created to be played on?,
P870,instrumentation,On what instrument is XXX played?,
P870,instrumentation,What type of instrument is XXX designed for?,
P407,language of work or name,What language is XXX in?,In welcher Sprache ist XXX geschrieben?
P407,language of work or name,What is the language that XXX is in?,
P407,language of work or name,What is the language XXX is written in?,
P407,language of work or name,What language is XXX written?,
P407,language of work or name,What language is XXX written in?,
P407,language of work or name,In which language is XXX made in?,
P407,language of work or name,In what language is XXX?,
P407,language of work or name,In which language XXX monthly football magazine reporting?,In welcher Sprache berichtet das monatliche Fußballmagazin XXX?
P407,language of work or name,Which language is XXX written in?,
P1412,languages spoken or written,What is the nationality of birth of XXX?,
P1412,languages spoken or written,What is the nationality of XXX?,
P1412,languages spoken or written,Which language or languages is XXX fluent in?,Welche Sprache oder in welchen Sprachen spricht XXX fließend?
P1412,languages spoken or written,What nationality is XXX?,Was ist die Nationalität von XXX?
P1412,languages spoken or written,The nationality of XXX is what?,
P1412,languages spoken or written,What was the nationality of XXX?,Wie war die Nationalität von XXX?
P1412,languages spoken or written,What language did XXX speak?,Welche Sprache hat XXX gesprochen?
P1412,languages spoken or written,The nationality of XXX?,Die Nationalität von XXX?
P1412,languages spoken or written,What was XXX's language?,Was war die Sprache von XXX?
P1412,languages spoken or written,Which was the nationality of XXX?,
P1412,languages spoken or written,What was XXX's nationality?,
P1412,languages spoken or written,What nationality of XXX?,
P118,league,The team XXX is a member of which sports league?,Zu welcher Sportliga gehört das Team XXX?
P118,league,Which soccer league is XXX in?,In welcher Fußballliga ist XXX?
P118,league,What football league is XXX a part of?,Zu welcher Fußballliga gehört XXX?
P118,league,What league does XXX participate in?,An welcher Liga nimmt XXX teil?
P118,league,Which league did XXX join with?,Zu welcher Liga ist XXX beigetreten?
P118,league,Which is the league of XXX?,Was ist die Liga von XXX?
P118,league,What league did XXX play in the top league for?,In welcher ersten Liga spielte XXX?
P118,league,What league was XXX?,Welche Liga war XXX?
P275,license,Which is the license of XXX?,Was ist die Lizenz von XXX?
P1408,licensed to broadcast to,What city is XXX located?,In welcher Stadt befindet sich XXX?
P1408,licensed to broadcast to,What town or city does XXX serve?,Welche Stadt bedient XXX?
P1408,licensed to broadcast to,What town is XXX liscensed in?,In welcher Stadt ist XXX lizensiert?
P131,located in the administrative territorial entity,What state is XXX located?,In welchem Bundesstaat oder Bundesland befindet sich XXX?
P131,located in the administrative territorial entity,Which state is XXX located?,
P131,located in the administrative territorial entity,In which state is XXX located?,
P131,located in the administrative territorial entity,What is the name of the state where XXX is located?,"Wie heißt das Bundesland, in dem sich XXX befindet?"
P206,located next to body of water,What body of water was XXX next to?,Neben welchen Gewässer befand sich XXX?
P206,located next to body of water,Which is the body of water by XXX?,An oder bei welchem Gewässer befindet sich XXX?
P206,located next to body of water,By which body of water is XXX located?,
P376,located on astronomical body,On what moon or planet can XXX be found?,Auf welchem Mond oder Planeten befindet sich XXX?
P376,located on astronomical body,On what planet is XXX on?,
P376,located on astronomical body,What is the astronomical body that XXX is located on?,
P376,located on astronomical body,On what celestial body is XXX located?,Auf welchem Himmelskörper befindet sich XXX?
P376,located on astronomical body,Which planet is XXX located?,Auf welchem Planeten befindet sich XXX?
P376,located on astronomical body,What celestial body can XXX be found on?,
P376,located on astronomical body,The astronomical body that XXX is on is what?,"Was ist der astronomische Körper, auf dem sich XXX befindet?"
P376,located on astronomical body,Where is XXX found?,Wo ist XXX gefunden?
P376,located on astronomical body,The astronomical body that XXX was located on was what?,"Was war der astronomische Körper, auf dem sich XXX befand?"
P740,location of formation,From what city is the band XXX?,Aus welcher Stadt stammt die Band XXX?
P740,location of formation,What is the city of origin of XXX?,
P740,location of formation,What city was XXX formed in?,
P740,location of formation,In what city or state did the formation of XXX occur?,In welcher Stadt oder in welchem Bundesland erfolgte die Bildung von XXX?
P740,location of formation,What city is the band XXX from?,
P740,location of formation,What was the name of the city or state where XXX was formed?,"Wie hieß die Stadt oder das Bundesland, in dem XXX gegründet wurde?"
P740,location of formation,What is the home city of XXX?,Was ist die Heimatstadt von XXX?
P676,lyrics by,Whose song is XXX?,Wessen Lied ist XXX?
P676,lyrics by,Which artist is known for writing XXX?,"Welcher Künstler oder welche Künstlerin ist dafür bekannt, XXX zu geschrieben zu haben?"
P676,lyrics by,What artist created XXX?,Welcher Künstler hat XXX geschaffen?
P676,lyrics by,The song XXX was by whom?,Von wem ist das Lied XXX?
P676,lyrics by,Who was the writter of XXX?,Wer war der Verfasser von XXX?
P676,lyrics by,Who was the songwriter of XXX?,Wer hat das Lied XXX geschrieben?
P676,lyrics by,Whose work was XXX?,Wessen Arbeit war XXX?
P676,lyrics by,Who recorded XXX?,Wer hat XXX aufgenommen?
P676,lyrics by,What is the name of the singer or writer of XXX?,Wie hat XXX verfasst oder gesungen?
P676,lyrics by,Who are the XXX lyrics by?,Von wem stammt der Text zu XXX?
P676,lyrics by,The track XXX was by who?,Von wem stammt das Lied XXX?
P1196,manner of death,Was the death of XXX an accident or suicide?,War der Tod von XXX ein Unfall oder Selbstmord?
P1196,manner of death,What cause of death was listed for XXX?,Welche Todesursache wurde für XXX aufgeführt?
P1196,manner of death,"In one word, how did XXX die?","In einem Wort, wie ist XXX gestorben?"
P176,manufacturer,Which corporation was XXX created by?,Von welcher Firma wurde XXX produziert?
P176,manufacturer,Who made XXX?,Wer hat XXX hergestellt?
P176,manufacturer,Which is the manufacturer of XXX?,Wer ist der Hersteller von XXX?
P176,manufacturer,Which was the manufacturer of XXX?,Wer war der Hersteller von XXX?
P176,manufacturer,Which corporation created XXX?,Welche Firma hat XXX hergestellt?
P176,manufacturer,Which company manufactured XXX?,Welches Unternehmen hat XXX hergestellt?
P176,manufacturer,What company built XXX?,Welche Firma hat XXX gebaut?
P176,manufacturer,The XXX was produced by whom?,YYY XXX wurde von wem produziert?
P176,manufacturer,Which company is known as the manufacturer of XXX?,Welches Unternehmen ist als Hersteller von XXX bekannt?
P176,manufacturer,What company manufactures XXX?,Welches Unternehmen stellt XXX her?
P176,manufacturer,What company makes XXX?,Welche Firma macht XXX?
P176,manufacturer,The manufacturer of XXX was who?,Der Hersteller von XXX war wer?
P176,manufacturer,"By which company, XXX has been manufactured?",Von welcher Firma wurde XXX hergestellt?
P186,material used,What material was used for XXX?,Welches Material wurde für XXX verwendet?
P186,material used,What is the surface of XXX made of?,Woraus besteht die Oberfläche von XXX?
P1050,medical condition,What medical condition did XXX have at the end of his life?,Welchen Gesundheitszustand hatte XXX am Ende YYY Lebens?
P1050,medical condition,What disease caused the death of XXX?,Welche Krankheit hat den Tod von XXX verursacht?
P1050,medical condition,What was XXX's medical condition near the end of his life?,Was war der Gesundheitszustand von XXX am Ende YYY Lebens?
P1050,medical condition,Which medical condition does XXX suffer from?,Unter welcher Krankheit leidet XXX?
P1050,medical condition,What illness did XXX suffer from?,An welcher Krankheit hat XXX gelitten?
P1050,medical condition,What medical condition did XXX have?,Welche Krankheit hatte XXX?
P1050,medical condition,What medical condition does XXX have?,Welche Krankheit hat XXX?
P1050,medical condition,What led to XXX's death?,Was hat zum Tod von XXX geführt?
P1050,medical condition,What was the sickness that killed XXX?,"Was war die Krankheit, die XXX getötet hat?"
P1050,medical condition,What disease did XXX contract?,Welche Krankheit hat XXX erlitten?
P1050,medical condition,What illness negatively impacted XXX?,Welche Krankheit hat XXX negativ beeinflusst?
P1050,medical condition,What disease was a factor in the death of XXX?,Welche Krankheit spielte eine Rolle beim Tod von XXX?
P1050,medical condition,What disease did XXX suffer from?,
P1050,medical condition,What diseased did XXX struggle with?,Mit welcher Krankheit hatte XXX zu kämpfen?
P1050,medical condition,Which medical condition afflicts XXX?,
P1050,medical condition,What medical condition was XXX suffering from?,Unter welcher Krankheit litt XXX?
P102,member of political party,What political party is XXX part of?,Zu welcher politischen Partei gehört XXX?
P102,member of political party,Which political party was XXX a member of?,In welcher politischen Partei war XXX Mitglied?
P102,member of political party,What political party is XXX a memeber of?,
P102,member of political party,What was the political party of XXX?,Was war die politische Partei von XXX?
P102,member of political party,From which political party is XXX?,Von welcher politischen Partei ist XXX?
P102,member of political party,What party does XXX serve?,Welcher Partei dient XXX?
P102,member of political party,Which political party was XXX in?,In welcher politischen Partei war XXX?
P54,member of sports team,What was the name of XXX's team?,Wie hieß das Team von XXX?
P54,member of sports team,What team does XXX play for?,Für welches Team spielt XXX?
P54,member of sports team,Which team is XXX a member of?,In welchem Team ist XXX Mitglied?
P54,member of sports team,What team is XXX affiliated with?,Mit welchem Team ist XXX verbunden?
P54,member of sports team,What is the team that XXX is associated with?,
P54,member of sports team,What is the name of XXX's team?,Wie heißt das Team von XXX?
P54,member of sports team,Which sports team is XXX a member of?,Welcher Sportmannschaft gehört XXX an?
P54,member of sports team,What sports team was XXX a member of?,Welcher Sportmannschaft gehörte XXX an?
P54,member of sports team,Player XXX plays for what team?,Der Spieler/die Spielerin XXX spielt für welches Team?
P54,member of sports team,For which sports team does XXX play?,Für welche Sportmannschaft spielt XXX?
P54,member of sports team,What is the name of the sports team whose member is XXX?,"Wie heißt die Sportmannschaft, deren Mitglied XXX ist?"
P54,member of sports team,What was XXX's team?,Was war das Team von XXX?
P54,member of sports team,Which sports team is XXX playing for?,
P241,military branch,What military was XXX a part of?,In welcher Armee diente XXX?
P241,military branch,Which armed forces utilised the service of XXX?,Welche Streitkräfte haben den Dienst von XXX in Anspruch genommen?
P241,military branch,Which armed forces did XXX serve?,Welchen Streitkräften diente XXX?
P241,military branch,What armed force did XXX serve in?,In welcher Streitmacht diente XXX?
P241,military branch,What army was XXX a part of?,Zu welcher Armee gehörte XXX?
P241,military branch,What military organization did XXX belong to?,Zu welcher militärischen Organisation gehörte XXX?
P241,military branch,What military branch was XXX in?,In welchem Militärzweig war XXX?
P241,military branch,What armed force was XXX in?,In welcher Streitmacht war XXX?
P241,military branch,In what military organization did XXX serve?,In welcher militärischen Organisation diente XXX?
P241,military branch,With which military branch did XXX serve with?,Mit welchem Militärzweig diente XXX?
P241,military branch,In what military branch did XXX serve?,In welchem Militärzweig diente XXX?
P241,military branch,Which military did XXX serve with?,Mit welchem Militär hat XXX gedient?
P241,military branch,With which military branch did XXX hold a command?,In welchem Militärzweig war XXX ein Befehlshaber?
P241,military branch,Which military branch is XXX a part of?,Zu welchem Militärzweig gehört XXX?
P241,military branch,Who did XXX serve for?,Wem diente XXX?
P241,military branch,What army did XXX serve in?,In welcher Armee hat XXX gedient?
P241,military branch,What military branch was XXX associated with?,Mit welchem militärischen Zweig war XXX verbunden?
P241,military branch,What military branch did XXX belong to?,Welchem Militärzweig gehörte XXX an?
P241,military branch,What was the military branch for XXX?,Was war der Militärzweig für XXX?
P241,military branch,To which branch did XXX belong?,Zu welcher Branche gehörte XXX?
P241,military branch,What organization was XXX involved with?,An welcher Organisation war XXX beteiligt?
P241,military branch,Which entity was XXX a part of?,Von welcher Entität war XXX ein Teil?
P241,military branch,What military branch is XXX?,Welcher Militärzweig ist XXX?
P241,military branch,What military branch did XXX serve?,Welchem Militärzweig diente XXX?
P241,military branch,What branch was XXX part of?,
P241,military branch,What armed force was XXX a part of?,Zu welcher Streitmacht gehörte XXX?
P410,military rank,What along with privateer was XXX's military rank?,Was war neben dem Privatisten der militärische Rang von XXX?
P410,military rank,What ranking did XXX hold in the military?,Welchen Rang hatte XXX im Militär?
P25,mother,The person that is the mother of XXX is who?,Wer ist die Mutter von XXX?
P25,mother,What was the name of XXX mother?,Wie hieß die Mutter von?
P25,mother,Who is the mother of XXX?,
P25,mother,Who was XXX's mother?,
P25,mother,Which lady gave birth to XXX?,Wer hat XXX auf die Welt gebracht?
P25,mother,Who was the mother of XXX?,
P25,mother,Who is XXX's mother?,
P25,mother,Which lady XXX was born to?,
P25,mother,The mother of XXX is whom?,
P403,mouth of the watercourse,What is XXX a tributary of?,YYY XXX ist ein Nebenfluss welchen Flusses?
P403,mouth of the watercourse,What river does XXX turn into?,In welchen Fluss fließt YYY XXX?
P403,mouth of the watercourse,What river is XXX a tributary of?,
P403,mouth of the watercourse,What does XXX flow into?,Worin mündet YYY XXX?
P403,mouth of the watercourse,What river does XXX form a part of?,
P403,mouth of the watercourse,Which river system contains XXX?,
P403,mouth of the watercourse,What river does XXX connect to?,In welchen Fluss mündet YYY XXX?
P403,mouth of the watercourse,Of what river is XXX a tributary?,
P403,mouth of the watercourse,What body of water does XXX join?,In welches Gewässer mündet YYY XXX?
P403,mouth of the watercourse,The body of water that XXX is near is what?,Welches Gewässer befindet sich in der Nähe von XXX?
P138,named after,Who is the XXX named after?,Nach wem wurder YYY XXX benannt?
P138,named after,What is XXX named after?,Wonach ist YYY XXX benannt?
P138,named after,Whom is XXX named after?,
P138,named after,The XXX was named for whom?,
P840,narrative location,Which place is XXX in?,An oder bei welchem Ort befindet sich XXX?
P840,narrative location,Which place does XXX exist in?,Wo gibt es XXX?
P103,native language,What was the native language of XXX?,
P103,native language,What nationality was XXX?,Welche Nationalität hatte XXX?
P103,native language,What is the native tongue of XXX?,
P103,native language,What is the language of XXX?,
P103,native language,The nationality of XXX was what?,Was war die Nationalität von XXX?
P103,native language,The nationality of XXX is?,Was ist die Nationalität von XXX?
P103,native language,Which ethnic group does XXX belong?,
P103,native language,What is the native language of XXX?,
P103,native language,What is the national identity of XXX?,
P53,noble family,What family lineage was XXX part of?,Zu welchem Familiengeschlecht gehörte XXX?
P53,noble family,What was the noble family that XXX was from?,
P53,noble family,What noble family was XXX part of?,
P97,noble title,What noble title does XXX hold?,Welchen Adelstitel hält XXX?
P97,noble title,What was the title that XXX held?,Welchen Adelstitel hielt XXX?
P1411,nominated for,What award was XXX nominated for?,
P1411,nominated for,What was XXX nominated for?,
P466,occupant,What team uses XXX?,
P106,occupation,What was XXX's occupation?,
P106,occupation,What kind of  occupation does XXX have?,
P106,occupation,What was XXX's career?,Welchen Beruf übte XXX aus?
P306,operating system,What is the operating system used with XXX?,
P449,original network,What original network is XXX on?,Auf welchem Sender wurde XXX ursprünglich ausgestrahlt?
P449,original network,What broadcasting company aired XXX?,
P449,original network,On what channel did XXX first air?,
P449,original network,What is the original channel that XXX played on?,
P449,original network,Who broadcasted XXX?,
P449,original network,Which was the network that originally hosted XXX?,
P449,original network,Which network plays XXX?,Welcher Sender strahlt XXX aus?
P449,original network,What was the original network for XXX?,
P449,original network,What was XXX's original network?,
P449,original network,What network hosts XXX?,
P449,original network,The show XXX originally aired on what network?,Auf welchem Sender wurde die Sendung XXX ursprünglich ausgestrahlt?
P449,original network,On what channel did XXX first appear?,
P449,original network,On what network did XXX first play?,
P449,original network,Which network does XXX appear on?,
P449,original network,Where network aired XXX?,
P449,original network,What network did XXX originally appear on?,
P449,original network,What network is XXX associated with?,Mit welchem Sender verbindet man XXX?
P449,original network,Which channel broadcast XXX?,
P449,original network,What was the station that aired XXX?,
P449,original network,What was the first network that XXX was on?,
P449,original network,What network did XXX air on?,Auf welchem Sender wurde XXX ausgestrahlt?
P449,original network,Which network is XXX a part of?,Zu welchem Rundfunknetzwerk gehört XXX?
P449,original network,Which is the original network of XXX?,
P449,original network,What network first aired XXX?,
P449,original network,What network does XXX air on?,
P449,original network,Which network broadcasted XXX?,Welcher Sender strahlte XXX aus?
P449,original network,What network broadcast XXX?,
P449,original network,What is the original network of XXX?,
P449,original network,Which original network is part of XXX?,Welches Rundfunknetzwerk gehört zu XXX?
P449,original network,What station did XXX premier?,
P449,original network,Which network is XXX available on?,Auf welchem Sender ist XXX verfügbar?
P449,original network,What was the original network of XXX?,
P449,original network,What network aired XXX?,
P449,original network,Where can you find the show XXX?,
P449,original network,What channel aired XXX?,
P749,parent company,What is XXX's parent company?,Was ist die Muttergesellschaft von XXX?
P749,parent company,Which company is the parent company of XXX?,Welches Unternehmen ist die Muttergesellschaft von XXX?
P749,parent company,What company is XXX part of?,Welchem Unternehmen gehört XXX an?
P171,parent taxon,Which family does XXX belong to?,Zu welcher Familie gehört XXX?
P171,parent taxon,The genus XXX is a part of what family?,Zu welcher Familie gehört die Gattung XXX an?
P171,parent taxon,Which family is XXX a part of?,
P171,parent taxon,Which was the family of XXX?,Zu welcher Familie gehörte XXX?
P171,parent taxon,What kind of family is XXX of?,Zu welcher Art Familie gehört XXX?
P171,parent taxon,What family does XXX belong?,
P1344,participant of,What was the competition XXX was in?,"Was war der Wettbewerb, an dem XXX teilgenommen hat?"
P1344,participant of,What event was XXX a part of?,An welcher Veranstaltung war XXX beteiligt?
P1344,participant of,What olympics was XXX?,Welche Olympiade war XXX?
P1344,participant of,What olympics did XXX participate in?,An welchen Olympischen Spielen hat XXX teilgenommen?
P1344,participant of,Which event was XXX participant of?,An welcher Veranstaltung nahm XXX teil?
P1344,participant of,What event did XXX participate in?,
P1344,participant of,Which olympics did XXX compete?,
P1344,participant of,Which event did XXX participate in?,
P1344,participant of,Which olympics was XXX?,
P175,performer,Who was the artiste for XXX?,
P175,performer,Who sang XXX?,Wer hat XXX gesungen?
P175,performer,Which performer released XXX as it's album?,
P175,performer,What is the name of the artist or group which originally performed XXX?,"Wie heißt der Künstler oder die Gruppe, die XXX ursprünglich aufgeführt hat?"
P175,performer,Whose performance is XXX?,Wer performte XXX?
P175,performer,Who sang or played XXX?,Wer hat XXX gesungen oder gespielt?
P175,performer,Who released XXX album?,Wer veröffentlichte das Album XXX?
P175,performer,Which performer released the album XXX?,welche Künstlerin veröffentlichte das Album XXX?
P175,performer,Which artist or group performed XXX?,Welcher Künstler oder Gruppe spielte XXX?
P175,performer,What was XXX's performers name?,Wie war der Name der Künsterlin hinter XXX?
P175,performer,What is the name of the performer that released the album XXX?,"Wie heißt der Künstler, der das Album XXX veröffentlichte?"
P175,performer,What artist released XXX?,Welcher Künstler hat XXX veröffentlicht?
P175,performer,To which performer does the album XXX belong?,Zu welchem Performer gehört das Album XXX?
P175,performer,Who was the performer of XXX?,Wer war der Darsteller von XXX?
P175,performer,Who is the performer of XXX?,Wer ist der Darsteller von XXX?
P175,performer,The song or album XXX came from which artiste?,Von welchem Künstler stammt das Lied oder Album XXX?
P175,performer,Who is the artist of XXX?,
P175,performer,Who performed XXX?,Wer hat XXX aufgeführt?
P175,performer,Who originally recorded XXX?,
P175,performer,Which singer-songwriter  is XXX the fifth studio album of?,XXX ist das Studioalbum welchen Singer-Songwriters?
P175,performer,Which artist is XXX co-written and recorded by?,Welche andere Künstlerin schreibt Lieder für und nimmt XXX auf?
P175,performer,Which performer released XXX?,
P175,performer,The song XXX is by what artist?,Von welcher Künstlerin ist das Lied XXX?
P19,place of birth,In what city was XXX born?,In welcher Stadt wurde XXX geboren?
P19,place of birth,Which city was the birthplace of XXX?,
P19,place of birth,What city was XXX born in?,
P19,place of birth,In what city was XXX born in?,
P19,place of birth,What is the name of the city XXX was born in?,"Wie heißt die Stadt, in der XXX geboren wurde?"
P19,place of birth,What city was XXX born?,
P19,place of birth,What is the birth place of  XXX?,Was ist der Geburtsort von XXX?
P19,place of birth,What is XXX's birthplace?,
P19,place of birth,What is the birthplace of XXX?,
P19,place of birth,What was XXX's city of birth?,Was war die Geburtsstadt von XXX?
P19,place of birth,What is the city of birth of XXX?,Was ist die Geburtsstadt von XXX?
P19,place of birth,Where was XXX born?,Wo wurde XXX geboren?
P19,place of birth,What is the place of birth of XXX?,
P19,place of birth,Where was XXX born in?,
P119,place of burial,What cemetery is XXX located in?,Auf welchem Friedhof befindet sich XXX?
P119,place of burial,What cemetery is XXX buried in?,Auf welchem Friedhof ist XXX begraben?
P119,place of burial,What cemetery was XXX baried in?,
P119,place of burial,What cemetery was XXX buried ar?,
P119,place of burial,In which cemetary is XXX buried?,
P119,place of burial,What is the place of burial of XXX?,Was ist der Ort der Bestattung von XXX?
P119,place of burial,What  is the place of burial for XXX?,Was ist der Begräbnisort für XXX?
P119,place of burial,Where was XXX burried?,Wo wurde XXX begraben?
P119,place of burial,Where was the body of XXX buried?,Wo war der Körper von XXX begraben?
P119,place of burial,The final resting place of XXX is at what cemetery?,Die letzte Ruhestätte von XXX ist auf welchem Friedhof?
P119,place of burial,At what cemetery is XXX buried?,Auf welchem Friedhof ist XXX begraben?
P119,place of burial,What is the name of the cemetery that XXX was buried at?,"Wie heißt der Friedhof, auf dem XXX begraben wurde?"
P20,place of death,At what location did XXX die?,An welcher Stelle starb XXX?
P20,place of death,In what place did XXX die?,Wo ist XXX gestorben?
P20,place of death,Where did XXX live when he died?,"Wo hat XXX gelebt, als er starb?"
P20,place of death,What city did XXX live when he died?,"In welcher Stadt lebte XXX, als er starb?"
P20,place of death,In what city did XXX die?,In welcher Stadt ist XXX gestorben?
P585,point in time,What date is associated with XXX?,Welches Datum ist mit XXX verbunden?
P585,point in time,When did XXX occurr?,Wann geschah YYY XXX?
P585,point in time,The point in time of XXX was when?,
P585,point in time,What was the date of XXX?,An welchem Datum geschah YYY XXX?
P585,point in time,The date of XXX?,
P585,point in time,On what date did XXX occur?,
P585,point in time,The point in time of XXX was what?,Der Zeitpunkt von XXX war was?
P585,point in time,On what date did XXX take place?,An welchem Datum fand XXX statt?
P585,point in time,The date of XXX was what?,Das Datum von XXX war was?
P585,point in time,What is the full date that XXX crashed on?,"Was ist das vollständige Datum, an dem XXX abgestürzt ist?"
P585,point in time,What is the date when XXX happened?,Wann ist XXX passiert?
P585,point in time,When did XXX occur?,Wann ist XXX aufgetreten?
P39,position held,What is the position of XXX?,Was ist die Position von XXX?
P39,position held,Which position was held by XXX?,Welche Position wurde von XXX gehalten?
P39,position held,Which was the position that XXX held?,Welche Position hatte XXX?
P413,position played on team / speciality,Which player position has been assigned to XXX?,
P413,position played on team / speciality,What was the position of XXX?,
P413,position played on team / speciality,What role does XXX play in football?,
P413,position played on team / speciality,What is the position XXX plays in football?,Welche Position spielt XXX?
P413,position played on team / speciality,What is XXX's position in football?,
P413,position played on team / speciality,In which position does XXX play?,Auf welcher Position spielt XXX?
P413,position played on team / speciality,What was XXX's position?,Welche Position spielte XXX?
P413,position played on team / speciality,What position was played by XXX?,Welche Position hat XXX gespielt?
P413,position played on team / speciality,What  is XXX's position on the field while playing football?,Wie steht XXX beim Fußballspielen auf dem Feld?
