Property ID,Property                                        ,Original                                                               ,Human translated
P569       ,date of birth                                   ,The birth date of XXX is what?                                         ,
P570       ,date of death                                   ,Which is the date of death for XXX?                                    ,Quelle est la date de décès pour XXX?
P570       ,date of death                                   ,When did XXX's death occur?                                            ,
P570       ,date of death                                   ,What was the date of death of XXX?                                     ,
P570       ,date of death                                   ,What was the date of death for XXX?                                    ,
P570       ,date of death                                   ,What is the date of death for XXX?                                     ,
P570       ,date of death                                   ,What date did XXX die?                                                 ,
P570       ,date of death                                   ,The year XXX died was what?                                            ,L'année XXX est mort quoi?
P570       ,date of death                                   ,When did the life of XXX end?                                          ,Quand la vie de XXX s'est-elle terminée?
P570       ,date of death                                   ,When did XXX die?                                                      ,
P570       ,date of death                                   ,What was the death date of XXX?                                        ,
P570       ,date of death                                   ,What was the date of XXX's death?                                      ,
P570       ,date of death                                   ,What is the date of XXX's death?                                       ,
P570       ,date of death                                   ,The death of XXX occured on what date?                                 ,La mort de XXX s'est produite à quelle date?
P570       ,date of death                                   ,The date of death for XXX is what?                                     ,La date du décès de XXX est quoi?
P570       ,date of death                                   ,On which date did XXX die?                                             ,A quelle date XXX est-il mort?
P570       ,date of death                                   ,On what date did XXX die?                                              ,
P570       ,date of death                                   ,When was XXX's death?                                                  ,Quand était la mort de XXX?
P570       ,date of death                                   ,On what date did XXX expire?                                           ,A quelle date a XXX expiré?
P570       ,date of death                                   ,What year did XXX die?                                                 ,En quelle année est XXX mort?
P570       ,date of death                                   ,What year did XXX die in?                                              ,
P570       ,date of death                                   ,What date did XXX die on?                                              ,À quelle date est XXX mort?
P1619      ,date of official opening                        ,When was the opening of XXX?                                           ,Quand était l'ouverture de XXX?
P1619      ,date of official opening                        ,What was the date of the opening of XXX?                               ,Quelle était la date d'ouverture de XXX?
P1619      ,date of official opening                        ,When was the official opening of XXX?                                  ,Quand a eu lieu l'ouverture officielle de XXX?
P1619      ,date of official opening                        ,When was XXX opened?                                                   ,Quand a XXX été ouvert?
P1619      ,date of official opening                        ,When was XXX founded?                                                  ,Quand a XXX été fondé?
P1619      ,date of official opening                        ,When was XXX created?                                                  ,Quand a XXX été créé?
P1619      ,date of official opening                        ,When did XXX open?                                                     ,
P1619      ,date of official opening                        ,When did XXX begin?                                                    ,
P1619      ,date of official opening                        ,When date was the official opening of XXX?                             ,Quand date a été l'ouverture officielle de XXX?
P1619      ,date of official opening                        ,When was XXX founded/built?                                            ,
P1619      ,date of official opening                        ,What was the date of the official opening of XXX?                      ,
P1619      ,date of official opening                        ,When was XXX started?                                                  ,
P1619      ,date of official opening                        ,What year was XXX opened?                                              ,En quelle année a été ouvert XXX?
P1619      ,date of official opening                        ,When was XXX opened officially?                                        ,
P287       ,designer                                        ,Who worked on designing XXX?                                           ,
P287       ,designer                                        ,What is the name of the person who designed XXX?                       ,Quel est le nom de la personne qui a conçu XXX?
P287       ,designer                                        ,Who designed the XXX?                                                  ,Qui a conçu l'XXX?
P287       ,designer                                        ,Who desigened XXX?                                                     ,Qui a dessiné XXX?
P287       ,designer                                        ,Which is the designer of XXX?                                          ,Quel est le concepteur de XXX?
P287       ,designer                                        ,Who is the designer of XXX?                                            ,Qui est le concepteur de XXX?
P287       ,designer                                        ,Who worked on XXX?                                                     ,Qui a travaillé sur XXX?
P178       ,developer                                       ,With which development company would you associate XXX?                ,Avec quelle société de développement associeriez-vous XXX?
P178       ,developer                                       ,Who is the developer of XXX?                                           ,Qui est le développeur de XXX?
P178       ,developer                                       ,Which developer released XXX?                                          ,Quel développeur a publié XXX?
P178       ,developer                                       ,Which company developed the videogame XXX?                             ,Quelle entreprise a développé le jeu vidéo XXX?
P178       ,developer                                       ,What is the name of XXX's developer?                                   ,
P178       ,developer                                       ,Which company developed XXX?                                           ,Quelle entreprise a développé XXX?
P178       ,developer                                       ,Who is originally behind the development of XXX?                       ,
P178       ,developer                                       ,By whom was XXX developed?                                             ,Par qui XXX a-t-il été développé?
P57        ,director                                        ,Who was the person who directed XXX?                                   ,Qui était la personne qui a dirigé XXX?
P57        ,director                                        ,Who was the director of XXX?                                           ,
P57        ,director                                        ,Who was the director for XXX?                                          ,Qui était le réalisateur pour XXX?
P57        ,director                                        ,Who was XXX directed by?                                               ,Qui était XXX dirigé par?
P57        ,director                                        ,Who is the director for XXX?                                           ,Qui est le réalisateur de XXX?
P57        ,director                                        ,Who had the role of director in XXX?                                   ,Qui a eu le rôle de réalisateur dans XXX?
P57        ,director                                        ,Who directed the film XXX?                                             ,Qui a réalisé le film XXX?
P57        ,director                                        ,Who directed XXX?                                                      ,Qui a dirigé XXX?
P57        ,director                                        ,Which director worked on XXX?                                          ,Quel réalisateur a travaillé sur XXX?
P57        ,director                                        ,What was the name of the director for XXX?                             ,Quel était le nom du réalisateur pour XXX?
P57        ,director                                        ,What is the director of XXX?                                           ,Quel est le réalisateur de XXX?
P57        ,director                                        ,What is the name of the director of XXX?                               ,Quel est le nom du réalisateur de XXX?
P57        ,director                                        ,"Who is the director of the film, XXX?"                                ,"Qui est le réalisateur du film, XXX?"                                      ,"Qui est le réalisateur du film, XXX?"
P57        ,director                                        ,Who is the director of XXX?                                            ,
P57        ,director                                        ,Which director helmed the movie XXX?                                   ,Quel réalisateur a dirigé le film XXX?
P57        ,director                                        ,The director of XXX is who?                                            ,Le directeur de XXX est qui?
P57        ,director                                        ,Under whose direction was XXX produced?                                ,
P57        ,director                                        ,The film XXX was directed by who?                                      ,Le film XXX a été réalisé par qui?
P57        ,director                                        ,Who was responsible for the direction of XXX?                          ,
P57        ,director                                        ,Who id the director for XXX?                                           ,
P57        ,director                                        ,The main director of XXX was who?                                      ,
P57        ,director                                        ,The director of XXX is what?                                           ,Le directeur de XXX c'est quoi?
P57        ,director                                        ,Whose direction is XXX?                                                ,La direction de qui est XXX?
P57        ,director                                        ,Who was XXX was directed by?                                           ,Qui était XXX a été réalisé par?
P57        ,director                                        ,Who served as director for XXX?                                        ,Qui a servi de directeur pour XXX?
P57        ,director                                        ,XXX a 2001 german drama film directed by ?                             ,XXX un film dramatique allemand de 2001 réalisé par?
P61        ,discoverer or inventor                          ,Who was the discoverer of XXX?                                         ,
P61        ,discoverer or inventor                          ,Who was the original discoverer of XXX?                                ,
P61        ,discoverer or inventor                          ,Who discovered XXX?                                                    ,Qui a découvert XXX?
P61        ,discoverer or inventor                          ,By whom was XXX discovered?                                            ,Par qui a été découvert XXX?
P61        ,discoverer or inventor                          ,Who made the discovery of XXX?                                         ,
P61        ,discoverer or inventor                          ,Who made XXX known?                                                    ,Qui a fait connaître XXX?
P61        ,discoverer or inventor                          ,What is the name of the person who discovered XXX?                     ,Quel est le nom de la personne qui a découvert XXX?
P61        ,discoverer or inventor                          ,Who was responsible for the discovery of XXX?                          ,Qui était responsable de la découverte de XXX?
P61        ,discoverer or inventor                          ,Who would be the first to discover XXX?                                ,Qui serait le premier à découvrir XXX?
P61        ,discoverer or inventor                          ,Who was behind the discovery of XXX?                                   ,Qui était derrière la découverte de XXX?
P61        ,discoverer or inventor                          ,Who discovered the XXX?                                                ,Qui a découvert l'XXX?
P61        ,discoverer or inventor                          ,What was the name of the discoverer of XXX?                            ,Quel était le nom du découvreur de XXX?
P61        ,discoverer or inventor                          ,The inventor of XXX was whom?                                          ,L'inventeur de XXX était qui?
P61        ,discoverer or inventor                          ,The XXX was discovered by whom?                                        ,Le XXX a été découvert par qui?
P61        ,discoverer or inventor                          ,Who found XXX?                                                         ,Qui a trouvé XXX?
P576       ,dissolved or abolished                          ,Which year did XXX end?                                                ,En quelle année est XXX terminé?
P576       ,dissolved or abolished                          ,What year did XXX end?                                                 ,En quelle année s'est terminée XXX?
P576       ,dissolved or abolished                          ,What is the final year of XXX?                                         ,Quelle est la dernière année de XXX?
P576       ,dissolved or abolished                          ,What year was the end of XXX?                                          ,En quelle année était la fin de XXX?
P576       ,dissolved or abolished                          ,What year was it when XXX was dissolved?                               ,En quelle année a eu lieu la dissolution de XXX?
P576       ,dissolved or abolished                          ,What is the ending year of XXX?                                        ,Quelle est l'année de fin de XXX?
P576       ,dissolved or abolished                          ,When was XXX abolished?                                                ,
P576       ,dissolved or abolished                          ,What year did XXX dissolve?                                            ,
P576       ,dissolved or abolished                          ,In which year XXX ceased to exist?                                     ,En quelle année XXX a cessé d'exister?
P750       ,distributor                                     ,What was the production company for XXX?                               ,Quelle était la société de production pour XXX?
P750       ,distributor                                     ,What company produced XXX?                                             ,Quelle entreprise a produit XXX?
P750       ,distributor                                     ,Which was the production company for XXX?                              ,Quelle était la maison de production pour XXX?
P750       ,distributor                                     ,Who was XXX released by?                                               ,Qui a été libéré par XXX?
P750       ,distributor                                     ,Which is the distributor of XXX?                                       ,Quel est le distributeur de XXX?
P750       ,distributor                                     ,Which digital media publicised XXX?                                    ,Quel média numérique a publié XXX?
P750       ,distributor                                     ,What studio released XXX?                                              ,Quel studio a sorti XXX?
P750       ,distributor                                     ,Who was the distributor of XXX?                                        ,Qui était le distributeur de XXX?
P750       ,distributor                                     ,The production company for XXX was what?                               ,La société de production pour XXX était quoi?
P750       ,distributor                                     ,Who distributed XXX?                                                   ,Qui a distribué XXX?
P750       ,distributor                                     ,What company released XXX?                                             ,Quelle entreprise a publié XXX?
P750       ,distributor                                     ,Who released XXX?                                                      ,Qui a publié XXX?
P750       ,distributor                                     ,Who produced or published XXX?                                         ,Qui a produit ou publié XXX?
P750       ,distributor                                     ,What company made XXX?                                                 ,Quelle entreprise a fait XXX?
P750       ,distributor                                     ,What company distributed XXX?                                          ,Quelle entreprise a distribué XXX?
P750       ,distributor                                     ,The distributor of XXX was whom?                                       ,Le distributeur de XXX était qui?
P750       ,distributor                                     ,The distributor of XXX is whom?                                        ,Le distributeur de XXX c'est qui?
P750       ,distributor                                     ,What company was XXX released by?                                      ,Quelle société a été libérée par XXX?
P750       ,distributor                                     ,What studio realeased the movie XXX?                                   ,Quel studio a sorti le film XXX?
P750       ,distributor                                     ,What is the name of the company which distributed XXX?                 ,Quel est le nom de la société qui a distribué XXX?
P647       ,drafted by                                      ,What team is XXX on?                                                   ,A quelle équipe appartient XXX?
P647       ,drafted by                                      ,What team did XXX play for?                                            ,Pour quelle équipe a joué XXX?
P647       ,drafted by                                      ,On what team is XXX?                                                   ,Sur quelle équipe est XXX?
P647       ,drafted by                                      ,What team is XXX associated with?                                      ,À quelle équipe est XXX associé avec?
P647       ,drafted by                                      ,Player XXX played for which team?                                      ,Le joueur XXX a joué pour quelle équipe?
P647       ,drafted by                                      ,Which team does XXX play for?                                          ,Pour quelle équipe joue XXX?
P647       ,drafted by                                      ,What team does XXX belong to?                                          ,À quelle équipe appartient XXX?
P98        ,editor                                          ,Who assembled XXX?                                                     ,Qui a assemblé XXX?
P98        ,editor                                          ,What is the name of the editors of XXX?                                ,Quel est le nom des éditeurs de XXX?
P98        ,editor                                          ,Who was the editor of XXX?                                             ,Qui était l'éditeur de XXX?
P69        ,educated at                                     ,What college did XXX go to?                                            ,A quelle université XXX est-il allé?
P69        ,educated at                                     ,What is the name of university that educated XXX?                      ,Quel est le nom de l'université qui a éduqué XXX?
P69        ,educated at                                     ,What university did XXX attend?                                        ,Quelle université XXX a-t-il fréquenté?
P69        ,educated at                                     ,Which college or university is related with XXX?                       ,Quel collège ou université est lié à XXX?
P69        ,educated at                                     ,What is the university where XXX went?                                 ,Quelle est l'université où XXX est allé?
P69        ,educated at                                     ,What is the name university that educated XXX?                         ,Quel est le nom université qui a éduqué XXX?
P69        ,educated at                                     ,Where did XXX study or work?                                           ,Où a XXX étudié ou travaillé?
P69        ,educated at                                     ,The college XXX attended was what?                                     ,L'université fréquenté par X était quoi?
P108       ,employer                                        ,What is XXX's place of employment?                                     ,Quel est le lieu de travail de XXX?
P582       ,end time                                        ,On what date did XXX end?                                              ,A quelle date est XXX terminé?
P22        ,father                                          ,Who fathered XXX?                                                      ,Qui est le père de XXX?
P22        ,father                                          ,What was the name of the father of XXX?                                ,Quel était le nom du père de XXX?
P22        ,father                                          ,Who is XXX's dad?                                                      ,
P22        ,father                                          ,The father of XXX was who?                                             ,Le père de XXX était qui?
P22        ,father                                          ,Who was the male parent of XXX?                                        ,Qui était le parent masculin de XXX?
P22        ,father                                          ,What is the name of XXX father?                                        ,Quel est le nom du père XXX?
P22        ,father                                          ,Who was the dad of XXX?                                                ,Qui était le père de XXX?
P22        ,father                                          ,Who was XXX's father?                                                  ,
P22        ,father                                          ,Who is the paternal progenitor of XXX?                                 ,Qui est le père paternel de XXX?
P22        ,father                                          ,Who is XXX's father?                                                   ,
P22        ,father                                          ,Who is listed as XXX father?                                           ,Qui est répertorié comme père XXX?
P22        ,father                                          ,Who was XXX's paternal figure?                                         ,Qui était la figure paternelle de XXX?
P22        ,father                                          ,What is XXX's father's name?                                           ,Quel est le nom du père de XXX?
P22        ,father                                          ,The father of XXX is whom?                                             ,Le père de XXX est qui?
P1040      ,film editor                                     ,Who was the film director that directed XXX?                           ,Qui était le réalisateur qui a réalisé XXX?
P1040      ,film editor                                     ,Who was XXX directed or edited by?                                     ,Qui a été dirigé ou édité par XXX?
P1040      ,film editor                                     ,What was the director's name of XXX?                                   ,Quel était le nom du réalisateur XXX?
P1040      ,film editor                                     ,The movie XXX is by whom?                                              ,Le film XXX est par qui?
P1040      ,film editor                                     ,Which director directed XXX?                                           ,Quel réalisateur a dirigé XXX?
P1040      ,film editor                                     ,By whom was XXX was directed or edited by?                             ,Par qui était XXX a été réalisé ou édité par?
P1040      ,film editor                                     ,Who directed or edited XXX?                                            ,Qui a dirigé ou édité XXX?
P1040      ,film editor                                     ,Who was responsible for directing XXX?                                 ,Qui était responsable de la direction de XXX?
P1040      ,film editor                                     ,Which director worked on the film XXX?                                 ,Quel réalisateur a travaillé sur le film XXX?
P703       ,found in taxon                                  ,Which species has the XXX gene?                                        ,Quelle espèce a le gène XXX?
P703       ,found in taxon                                  ,What species is XXX specific to?                                       ,À quelle espèce est spécifique XXX?
P703       ,found in taxon                                  ,In what living being can XXX be found?                                 ,Dans quel être vivant XXX peut-il être trouvé?
P112       ,founder                                         ,Which person formed XXX?                                               ,Quelle personne a formé XXX?
P112       ,founder                                         ,Who formed XXX?                                                        ,Qui a formé XXX?
P112       ,founder                                         ,Who is responsible for founding XXX?                                   ,Qui est responsable de la fondation de XXX?
P112       ,founder                                         ,Which person is involved in the founding of XXX?                       ,Quelle personne est impliquée dans la fondation de XXX?
P112       ,founder                                         ,Who started XXX?                                                       ,Qui a commencé XXX?
P112       ,founder                                         ,Who founded XXX?                                                       ,Qui a fondé XXX?
P112       ,founder                                         ,Who is the founder of XXX?                                             ,Qui est le fondateur de XXX?
P112       ,founder                                         ,Which is the founder of XXX?                                           ,Quel est le fondateur de XXX?
P112       ,founder                                         ,What is the name of the founder of XXX?                                ,Quel est le nom du fondateur de XXX?
P1080      ,from fictional universe                         ,What is the name of the fictional universe that XXX is from?           ,Quel est le nom de l'univers fictif d'où provient XXX?
P1080      ,from fictional universe                         ,In which fictional universe is XXX a character?                        ,
P1080      ,from fictional universe                         ,Which fictional universe is XXX from?                                  ,De quel univers fictif provient XXX?
P1080      ,from fictional universe                         ,What is the fictional universe that XXX appears in?                    ,Quel est l'univers fictif dans lequel XXX apparaît?
P1080      ,from fictional universe                         ,Which fictional universe is XXX part of?                               ,
P1080      ,from fictional universe                         ,With which fictional universe is the character XXX associated?         ,
P1080      ,from fictional universe                         ,What is the fictional universe that has XXX?                           ,Quel est l'univers fictif qui a XXX?
P1080      ,from fictional universe                         ,In which fictional universe does XXX exist?                            ,Dans quel univers fictif existe XXX?
P1080      ,from fictional universe                         ,What type of universe is XXX a fictional character in?                 ,
P1080      ,from fictional universe                         ,What fictional universe is XXX a part of?                              ,De quel univers fictif XXX fait-il partie?
P1080      ,from fictional universe                         ,What is the universe that XXX exists in?                               ,Quel est l'univers dans lequel XXX existe?
P1080      ,from fictional universe                         ,What is the fictional universe that XXX belong to?                     ,Quel est l'univers fictif auquel appartient XXX?
P6         ,head of government                              ,Who became the leader of XXX?                                          ,Qui est devenu le leader de XXX?
P6         ,head of government                              ,Which person was the head of government of XXX?                        ,Quelle personne était le chef du gouvernement de XXX?
P6         ,head of government                              ,Who was elected leader of XXX?                                         ,Qui a été élu chef de XXX?
P6         ,head of government                              ,Who was in charge of XXX?                                              ,Qui était en charge de XXX?
P159       ,headquarters location                           ,Which city is XXX located in?                                          ,Dans quelle ville se trouve XXX?
P159       ,headquarters location                           ,What city is the headquarters of XXX?                                  ,Quelle ville est le siège de XXX?
P159       ,headquarters location                           ,What is the city where XXX is from?                                    ,De quelle ville est originaire XXX?
P159       ,headquarters location                           ,What city is XXX located in?                                           ,
P159       ,headquarters location                           ,In what city is XXX locateed?                                          ,
P159       ,headquarters location                           ,In what city is XXX based?                                             ,Dans quelle ville est basé XXX?
P115       ,home venue                                      ,Where are the home games of XXX played?                                ,Où sont joués les matchs à domicile de XXX?
P115       ,home venue                                      ,What home stadium does XXX play in?                                    ,Dans quel stade joue-t-on XXX?
P115       ,home venue                                      ,What is the home arena for XXX?                                        ,Quelle est l'arène d'accueil pour XXX?
P115       ,home venue                                      ,What is XXX's home stadium?                                            ,Quel est le stade de XXX à domicile?
P115       ,home venue                                      ,What arena did XXX play in?                                            ,
P115       ,home venue                                      ,In what home venue does XXX play?                                      ,
P115       ,home venue                                      ,What was the name of XXX's home stadium?                               ,Comment s'appelait le stade de XXX?
P115       ,home venue                                      ,Where do XXX play?                                                     ,Où joue XXX?
P115       ,home venue                                      ,Where do XXX play their home games?                                    ,Où XXX joue ses matchs à domicile?
P115       ,home venue                                      ,The XXX played home games where?                                       ,Le XXX a joué des matchs à domicile où?
P115       ,home venue                                      ,What is the name of the place at which XXX played?                     ,Quel est le nom de l'endroit où XXX a joué?
P115       ,home venue                                      ,Where does XXX play its home games?                                    ,Où XXX joue-t-il dans ses matchs à domicile?
P115       ,home venue                                      ,What location hosts XXX's home games?                                  ,Quel endroit accueille les matchs à domicile de XXX?
P115       ,home venue                                      ,What is the home arena of XXX?                                         ,Quelle est l'arène d'accueil de XXX?
P115       ,home venue                                      ,What is the hoe stadium for XXX?                                       ,Quel est le stade de houe pour XXX?
P115       ,home venue                                      ,In which athletic center does XXX play their home games?               ,
P115       ,home venue                                      ,In what stadium does XXX play home games?                              ,
P115       ,home venue                                      ,Where does XXX play home games?                                        ,
P115       ,home venue                                      ,Where did XXX play home games?                                         ,
P115       ,home venue                                      ,Where did XXX play their home games?                                   ,
P115       ,home venue                                      ,What is the home venue of XXX?                                         ,Quel est le lieu d'accueil de XXX?
P115       ,home venue                                      ,Where does XXX play its game?                                          ,Où XXX joue son jeu?
P115       ,home venue                                      ,What is the home ground of XXX?                                        ,Quel est le sol de XXX?
P115       ,home venue                                      ,What place did XXX play home games at?                                 ,
P115       ,home venue                                      ,What is the name of the stadium where XXX plays home games?            ,Quel est le nom du stade où XXX joue à domicile?
P115       ,home venue                                      ,What is the common name of the place where XXX plays their home games? ,
P115       ,home venue                                      ,What stadium was XXX?                                                  ,Quel stade était XXX?
P115       ,home venue                                      ,Which is the stadium of XXX?                                           ,Quel est le stade de XXX?
P115       ,home venue                                      ,What is the home stadium of XXX?                                       ,Quel est le stade de la maison de XXX?
P110       ,illustrator                                     ,Who is the illustrator of XXX?                                         ,Qui est l'illustrateur de XXX?
P110       ,illustrator                                     ,What is the name of the ilustrator of the book XXX?                    ,Quel est le nom de l'illustrateur du livre XXX?
P110       ,illustrator                                     ,Who was XXX illustrated by?                                            ,Qui a été illustré par XXX?
P110       ,illustrator                                     ,What person illustrated XXX?                                           ,Quelle personne a illustré XXX?
P571       ,inception                                       ,What year was XXX founded?                                             ,En quelle année a été fondé XXX?
P571       ,inception                                       ,What year was XXX established?                                         ,En quelle année a été créé XXX?
P571       ,inception                                       ,What was the year XXX was formed in?                                   ,
P571       ,inception                                       ,What was the founding year of XXX?                                     ,Quelle a été l'année de fondation de XXX?
P571       ,inception                                       ,In which year was XXX formed?                                          ,
P571       ,inception                                       ,In what year did XXX first exist?                                      ,
P571       ,inception                                       ,In which year was XXX established?                                     ,
P571       ,inception                                       ,In which year the first version of XXX is released?                    ,En quelle année la première version de XXX est-elle disponible?
P571       ,inception                                       ,What year was XXX created?                                             ,
P571       ,inception                                       ,What was the inception year of XXX?                                    ,Quelle a été l'année de création de XXX?
P571       ,inception                                       ,The year that XXX was created was?                                     ,L'année de création de XXX était?
P571       ,inception                                       ,In which year was XXX incepted?                                        ,
P571       ,inception                                       ,In what year did XXX originate?                                        ,
P571       ,inception                                       ,When did XXX come into being?                                          ,
P571       ,inception                                       ,In what year was XXX founded?                                          ,
P571       ,inception                                       ,What was the year of inception of XXX?                                 ,
P571       ,inception                                       ,In what year was XXX created?                                          ,
P571       ,inception                                       ,What was the year of XXX's inception?                                  ,
P571       ,inception                                       ,In what year was XXX formed?                                           ,En quelle année a été formé XXX?
P571       ,inception                                       ,What year was XXX formed in?                                           ,
P571       ,inception                                       ,Which year witnessed the formation of XXX?                             ,Quelle année a vu la formation de XXX?
P571       ,inception                                       ,What year was XXX created in?                                          ,
P571       ,inception                                       ,What is year of inception of XXX?                                      ,Quelle est l'année de création de XXX?
P571       ,inception                                       ,When was XXX launched?                                                 ,
P571       ,inception                                       ,When was the inception of XXX?                                         ,Quand était la création de XXX?
P571       ,inception                                       ,When was XXX established?                                              ,Quand a XXX été créé?
P452       ,industry                                        ,Which industry is XXX associated with?                                 ,À quelle industrie est associé XXX?
P1303      ,instrument                                      ,Which instrument was played by XXX?                                    ,Quel instrument a été joué par XXX?
P1303      ,instrument                                      ,Which instrument does XXX play?                                        ,Quel instrument joue XXX?
P1303      ,instrument                                      ,Which instrument did XXX play?                                         ,Quel instrument a joué XXX?
P1303      ,instrument                                      ,What is the instrument that XXX plays?                                 ,Quel est l'instrument que joue XXX?
P1303      ,instrument                                      ,What instrument is XXX known for playing?                              ,Quel est l'instrument XXX connu pour jouer?
P1303      ,instrument                                      ,What instrument does musician XXX play?                                ,Quel instrument joue le musicien XXX?
P1303      ,instrument                                      ,Which musical instrument is associated with XXX?                       ,Quel instrument de musique est associé à XXX?
P1303      ,instrument                                      ,Which instrument was XXX playing?                                      ,Quel instrument jouait XXX?
P1303      ,instrument                                      ,What musical instrument does XXX associate himself with?               ,À quel instrument de musique XXX est-il associé?
P1303      ,instrument                                      ,Which musical instrument was used by XXX?                              ,Quel instrument de musique a été utilisé par XXX?
P1303      ,instrument                                      ,Which musical instrument was played by XXX?                            ,Quel instrument de musique a été joué par XXX?
P1303      ,instrument                                      ,What is the main instrument that XXX plays?                            ,Quel est l'instrument principal joué par XXX?
P1303      ,instrument                                      ,What is the instrument played by XXX?                                  ,Quel est l'instrument joué par XXX?
P1303      ,instrument                                      ,Which musical instrument is related to XXX?                            ,Quel instrument de musique est lié à XXX?
P1303      ,instrument                                      ,The instrument XXX played is what?                                     ,L'instrument XXX joué c'est quoi?
P1303      ,instrument                                      ,What instrument did XXX played?                                        ,
P1303      ,instrument                                      ,Which musical instrument has been played by XXX?                       ,
P1303      ,instrument                                      ,What instrument did XXX play?                                          ,
P1303      ,instrument                                      ,What is the main musical instrument of XXX?                            ,Quel est l'instrument de musique principal de XXX?
P1303      ,instrument                                      ,The instrument that XXX played was what?                               ,L'instrument joué par XXX était quoi?
P1303      ,instrument                                      ,Which musical instrument does XXX play?                                ,Quel instrument de musique joue XXX?
